,user_id,plan,start_date,end_date,status
S39577,U48676,Standard,6/18/2024,2/21/2025,Cancelled
S39578,U46663,Basic,8/27/2020,9/11/2024,Cancelled
S39579,U27188,Standard,8/16/2023,3/20/2025,Expired
S39580,U38292,Standard,1/9/2026,1/10/2026,Cancelled
S39581,U3530,Basic,10/24/2024,10/19/2025,Expired
S39582,U23355,Standard,11/14/2020,3/2/2023,Expired
S39583,U32519,Basic,9/9/2025,,Active
S39584,U2637,Basic,4/4/2020,,Active
S39585,U37752,Standard,10/27/2024,7/27/2025,Expired
S39586,U2781,Standard,8/30/2023,11/24/2025,Expired
S39587,U14586,Standard,5/1/2022,,Active
S39588,U22158,Standard,12/10/2023,,Active
S39589,U13331,Standard,1/9/2020,,Active
S39590,U36835,Standard,8/31/2024,,Active
S39591,U30642,Standard,2/10/2020,,Active
S39592,U47903,Premium,7/3/2023,7/29/2023,Expired
S39593,U11689,Basic,11/6/2023,,Active
S39594,U31302,Standard,2/26/2022,7/6/2022,Cancelled
S39595,U42811,Standard,11/17/2025,12/14/2025,Expired
S39596,U48004,Standard,2/16/2023,9/26/2024,Cancelled
S39597,U28340,Standard,12/10/2024,,Active
S39598,U5861,Standard,5/3/2024,6/25/2025,Expired
S39599,U8446,Premium,3/10/2020,,Active
S39600,U37072,Basic,12/30/2025,1/3/2026,Cancelled
S39601,U8875,Standard,11/7/2024,6/18/2025,Expired
S39602,U48706,Standard,7/14/2022,4/28/2023,Cancelled
S39603,U5734,Standard,2/1/2023,,Active
S39604,U35284,Basic,6/29/2020,,Active
S39605,U4933,Basic,7/4/2023,11/2/2023,Expired
S39606,U23761,Standard,11/26/2025,,Active
S39607,U47422,Standard,5/1/2021,6/18/2023,Cancelled
S39608,U31724,Basic,2/29/2020,,Active
S39609,U7118,Basic,6/24/2022,1/26/2023,Cancelled
S39610,U21575,Premium,11/22/2025,12/2/2025,Cancelled
S39611,U27851,Premium,6/30/2022,10/24/2024,Cancelled
S39612,U12070,Standard,5/6/2021,2/22/2023,Cancelled
S39613,U11471,Basic,7/11/2024,1/15/2025,Expired
S39614,U4615,Standard,8/12/2020,,Active
S39615,U10266,Standard,4/7/2021,10/24/2022,Expired
S39616,U1573,Standard,7/27/2023,11/7/2025,Cancelled
S39617,U23358,Standard,2/14/2022,,Active
S39618,U25857,Basic,3/11/2021,10/16/2022,Cancelled
S39619,U35376,Premium,7/19/2021,6/18/2025,Expired
S39620,U35155,Premium,7/2/2024,12/4/2024,Cancelled
S39621,U3088,Standard,11/17/2024,,Active
S39622,U20222,Premium,1/13/2020,5/27/2022,Expired
S39623,U15976,Basic,8/11/2021,12/29/2023,Cancelled
S39624,U23262,Basic,3/31/2020,,Active
S39625,U21905,Basic,8/10/2023,2/8/2024,Cancelled
S39626,U35999,Standard,10/7/2022,10/21/2024,Cancelled
S39627,U38927,Standard,2/10/2023,2/17/2023,Cancelled
S39628,U45138,Basic,1/18/2022,,Active
S39629,U9424,Basic,8/30/2025,11/27/2025,Cancelled
S39630,U37718,Premium,10/7/2024,,Active
S39631,U13185,Basic,5/23/2021,9/2/2024,Cancelled
S39632,U13842,Premium,7/13/2025,,Active
S39633,U29878,Basic,7/12/2021,12/13/2023,Expired
S39634,U24136,Standard,4/5/2025,12/29/2025,Cancelled
S39635,U28608,Standard,9/15/2025,10/1/2025,Cancelled
S39636,U6666,Basic,12/24/2022,,Active
S39637,U24315,Premium,10/8/2023,1/3/2026,Expired
S39638,U13858,Standard,8/16/2021,6/23/2022,Cancelled
S39639,U37476,Standard,12/16/2021,6/16/2023,Expired
S39640,U49655,Basic,11/7/2022,9/4/2023,Expired
S39641,U46783,Basic,10/28/2020,11/21/2022,Cancelled
S39642,U49245,Basic,4/8/2022,10/9/2023,Expired
S39643,U37708,Basic,4/26/2023,2/16/2024,Cancelled
S39644,U38717,Premium,9/3/2025,10/7/2025,Expired
S39645,U24383,Premium,2/27/2025,5/6/2025,Cancelled
S39646,U4419,Standard,6/30/2022,8/31/2023,Cancelled
S39647,U2054,Standard,1/30/2023,,Active
S39648,U41283,Standard,12/9/2021,12/5/2023,Cancelled
S39649,U14866,Premium,10/6/2023,,Active
S39650,U23240,Basic,8/28/2025,1/11/2026,Expired
S39651,U1897,Standard,6/25/2022,,Active
S39652,U30221,Standard,12/22/2023,2/17/2025,Expired
S39653,U23071,Standard,5/10/2020,5/17/2025,Cancelled
S39654,U17787,Basic,6/15/2025,,Active
S39655,U35693,Premium,12/26/2021,,Active
S39656,U35434,Premium,4/17/2022,,Active
S39657,U23386,Standard,2/3/2021,,Active
S39658,U14835,Standard,5/9/2021,,Active
S39659,U6094,Premium,1/4/2020,2/10/2025,Cancelled
S39660,U9598,Standard,4/23/2024,,Active
S39661,U16220,Standard,2/8/2023,2/10/2023,Cancelled
S39662,U21721,Basic,7/28/2025,9/14/2025,Cancelled
S39663,U26139,Standard,12/23/2020,1/24/2023,Expired
S39664,U43959,Basic,7/7/2025,8/25/2025,Cancelled
S39665,U18326,Standard,1/28/2020,11/24/2022,Cancelled
S39666,U3518,Standard,2/19/2024,,Active
S39667,U21354,Standard,3/17/2022,7/29/2024,Cancelled
S39668,U17038,Standard,6/27/2021,,Active
S39669,U23973,Premium,2/20/2022,,Active
S39670,U10257,Premium,8/30/2020,,Active
S39671,U40875,Standard,11/21/2023,3/2/2025,Cancelled
S39672,U18876,Standard,3/25/2023,,Active
S39673,U13017,Basic,3/22/2020,,Active
S39674,U19207,Basic,9/30/2025,,Active
S39675,U31794,Basic,7/5/2022,,Active
S39676,U18141,Standard,6/12/2024,,Active
S39677,U19540,Basic,5/15/2020,,Active
S39678,U47244,Basic,3/24/2022,9/22/2023,Cancelled
S39679,U4605,Premium,6/25/2022,12/20/2022,Cancelled
S39680,U13472,Premium,6/17/2021,,Active
S39681,U35981,Premium,9/10/2025,,Active
S39682,U46167,Standard,10/10/2021,9/17/2024,Cancelled
S39683,U37170,Basic,12/13/2022,,Active
S39684,U3067,Standard,6/16/2025,6/28/2025,Cancelled
S39685,U11640,Basic,8/12/2021,,Active
S39686,U23061,Standard,2/6/2022,,Active
S39687,U26427,Basic,1/12/2021,,Active
S39688,U34674,Basic,10/22/2021,,Active
S39689,U43492,Premium,11/29/2023,,Active
S39690,U49130,Basic,12/30/2025,1/8/2026,Cancelled
S39691,U6025,Basic,8/31/2024,,Active
S39692,U20341,Standard,12/3/2021,,Active
S39693,U5554,Premium,6/14/2025,9/4/2025,Cancelled
S39694,U49373,Standard,7/31/2023,,Active
S39695,U6558,Basic,3/6/2022,,Active
S39696,U8345,Premium,5/1/2025,5/18/2025,Expired
S39697,U3817,Basic,5/9/2023,6/30/2023,Cancelled
S39698,U34661,Basic,7/1/2020,,Active
S39699,U23775,Basic,7/17/2023,6/13/2025,Cancelled
S39700,U42801,Standard,3/31/2020,2/17/2025,Cancelled
S39701,U22417,Basic,10/1/2021,,Active
S39702,U24047,Basic,7/16/2020,9/19/2024,Expired
S39703,U39470,Standard,7/8/2022,,Active
S39704,U28124,Basic,1/23/2022,,Active
S39705,U1760,Basic,3/20/2025,8/16/2025,Cancelled
S39706,U32282,Standard,2/21/2024,,Active
S39707,U7211,Basic,11/24/2022,3/30/2024,Cancelled
S39708,U49321,Premium,4/20/2025,4/26/2025,Cancelled
S39709,U26369,Basic,12/1/2021,,Active
S39710,U43533,Basic,5/30/2025,,Active
S39711,U13515,Basic,1/11/2024,6/17/2024,Expired
S39712,U1310,Basic,4/4/2020,7/10/2020,Cancelled
S39713,U45642,Standard,9/15/2020,4/4/2024,Expired
S39714,U47765,Standard,9/5/2025,10/29/2025,Cancelled
S39715,U753,Basic,10/4/2023,,Active
S39716,U7514,Basic,2/8/2020,,Active
S39717,U39916,Basic,12/3/2022,,Active
S39718,U21234,Standard,7/17/2023,,Active
S39719,U3748,Premium,3/13/2025,3/24/2025,Expired
S39720,U32642,Standard,11/26/2021,9/9/2023,Expired
S39721,U39730,Basic,7/21/2025,,Active
S39722,U31776,Premium,10/15/2021,12/23/2024,Cancelled
S39723,U25771,Standard,4/19/2021,8/28/2024,Cancelled
S39724,U22870,Standard,11/3/2025,12/17/2025,Expired
S39725,U32631,Basic,7/2/2021,,Active
S39726,U3308,Basic,10/29/2021,12/14/2021,Cancelled
S39727,U1377,Standard,7/23/2025,8/20/2025,Cancelled
S39728,U644,Standard,2/25/2021,,Active
S39729,U30674,Basic,6/17/2020,7/1/2025,Cancelled
S39730,U44051,Basic,6/10/2021,3/24/2024,Cancelled
S39731,U3440,Standard,10/27/2025,11/13/2025,Expired
S39732,U30008,Basic,3/22/2024,,Active
S39733,U1981,Premium,6/19/2025,11/3/2025,Expired
S39734,U19624,Standard,6/14/2023,11/21/2023,Expired
S39735,U24607,Standard,3/9/2025,1/2/2026,Cancelled
S39736,U22120,Basic,6/30/2024,,Active
S39737,U18330,Basic,7/25/2022,5/3/2023,Cancelled
S39738,U3408,Standard,12/5/2024,3/21/2025,Expired
S39739,U26512,Basic,5/21/2021,3/2/2023,Expired
S39740,U21316,Basic,5/25/2021,11/30/2024,Expired
S39741,U30379,Standard,2/14/2020,8/26/2025,Cancelled
S39742,U20008,Standard,12/7/2024,8/28/2025,Cancelled
S39743,U1256,Basic,7/21/2024,4/4/2025,Expired
S39744,U11610,Premium,9/18/2025,,Active
S39745,U24393,Standard,12/15/2021,,Active
S39746,U30991,Basic,11/19/2025,12/28/2025,Expired
S39747,U18910,Basic,10/24/2022,,Active
S39748,U31430,Premium,4/30/2024,9/18/2024,Expired
S39749,U34711,Premium,1/6/2020,7/4/2020,Cancelled
S39750,U8590,Basic,1/29/2022,,Active
S39751,U16011,Basic,3/5/2021,6/13/2021,Cancelled
S39752,U30525,Basic,7/14/2023,7/13/2024,Cancelled
S39753,U13880,Standard,9/10/2021,,Active
S39754,U25362,Standard,11/3/2021,3/4/2024,Cancelled
S39755,U33215,Standard,10/22/2024,10/28/2025,Cancelled
S39756,U16914,Basic,3/6/2020,7/28/2020,Cancelled
S39757,U30702,Standard,7/26/2023,,Active
S39758,U48771,Standard,8/28/2022,1/15/2024,Cancelled
S39759,U49908,Premium,6/6/2024,,Active
S39760,U1032,Standard,9/18/2020,10/30/2023,Cancelled
S39761,U20658,Premium,7/24/2024,,Active
S39762,U47328,Basic,10/11/2024,9/28/2025,Cancelled
S39763,U32729,Premium,8/6/2024,10/21/2025,Cancelled
S39764,U28834,Standard,4/5/2024,,Active
S39765,U25230,Premium,6/24/2025,,Active
S39766,U22059,Standard,4/16/2020,12/11/2023,Expired
S39767,U21998,Basic,10/20/2020,,Active
S39768,U33739,Standard,3/27/2024,,Active
S39769,U20794,Standard,3/29/2024,8/8/2025,Expired
S39770,U34362,Premium,1/13/2024,,Active
S39771,U46680,Premium,2/16/2020,6/30/2025,Expired
S39772,U45589,Standard,2/10/2023,8/19/2025,Cancelled
S39773,U39610,Premium,4/26/2021,5/6/2023,Cancelled
S39774,U10743,Standard,8/2/2022,11/11/2022,Cancelled
S39775,U33603,Basic,4/25/2024,4/24/2025,Cancelled
S39776,U29777,Basic,11/10/2022,11/19/2023,Expired
S39777,U5,Basic,11/25/2021,,Active
S39778,U33204,Basic,2/18/2025,12/31/2025,Expired
S39779,U36052,Standard,9/29/2025,12/1/2025,Cancelled
S39780,U1284,Standard,11/23/2022,4/10/2025,Cancelled
S39781,U7286,Standard,5/15/2020,,Active
S39782,U24568,Standard,1/3/2026,,Active
S39783,U31606,Premium,11/23/2022,,Active
S39784,U3811,Basic,2/24/2020,,Active
S39785,U38004,Standard,12/17/2020,3/29/2021,Expired
S39786,U27961,Standard,2/9/2021,7/10/2025,Cancelled
S39787,U10085,Basic,7/5/2020,,Active
S39788,U4263,Standard,12/16/2024,2/20/2025,Cancelled
S39789,U32790,Basic,4/13/2023,7/4/2023,Cancelled
S39790,U16305,Basic,2/15/2022,,Active
S39791,U12412,Basic,3/20/2021,,Active
S39792,U16461,Basic,9/7/2022,6/16/2025,Cancelled
S39793,U8020,Basic,10/20/2020,9/3/2022,Cancelled
S39794,U41940,Premium,8/9/2024,,Active
S39795,U18752,Basic,2/11/2020,,Active
S39796,U41156,Basic,1/20/2021,,Active
S39797,U15874,Basic,12/28/2023,3/19/2025,Expired
S39798,U20550,Premium,6/11/2024,9/22/2025,Cancelled
S39799,U7832,Basic,3/15/2023,4/5/2025,Cancelled
S39800,U16784,Standard,6/25/2024,5/6/2025,Cancelled
S39801,U20212,Basic,7/1/2022,10/17/2023,Expired
S39802,U8857,Premium,8/11/2023,2/13/2024,Cancelled
S39803,U36544,Basic,3/16/2025,7/12/2025,Cancelled
S39804,U18689,Premium,8/5/2023,,Active
S39805,U3789,Standard,10/22/2024,3/29/2025,Cancelled
S39806,U18646,Basic,4/20/2024,10/21/2024,Cancelled
S39807,U12943,Basic,1/2/2020,2/22/2025,Cancelled
S39808,U7820,Basic,7/25/2024,1/20/2025,Expired
S39809,U41300,Standard,4/24/2024,11/26/2025,Expired
S39810,U13928,Premium,9/29/2023,,Active
S39811,U25431,Basic,9/4/2024,11/14/2024,Cancelled
S39812,U28646,Standard,8/26/2023,10/2/2023,Cancelled
S39813,U8427,Premium,5/10/2023,5/2/2025,Expired
S39814,U7973,Basic,8/14/2020,12/28/2024,Expired
S39815,U21258,Premium,10/13/2021,,Active
S39816,U31623,Standard,6/9/2022,12/7/2023,Expired
S39817,U719,Premium,7/8/2020,,Active
S39818,U30846,Premium,12/25/2024,,Active
S39819,U42811,Premium,10/3/2021,,Active
S39820,U26737,Basic,4/2/2022,5/17/2022,Cancelled
S39821,U19468,Premium,8/29/2024,,Active
S39822,U35569,Standard,12/7/2020,,Active
S39823,U15406,Standard,3/3/2021,2/18/2024,Expired
S39824,U4969,Basic,12/10/2025,1/2/2026,Cancelled
S39825,U27520,Basic,3/26/2021,12/23/2021,Cancelled
S39826,U10124,Standard,7/5/2025,,Active
S39827,U27053,Basic,2/27/2025,8/23/2025,Expired
S39828,U44738,Basic,4/10/2023,12/10/2024,Expired
S39829,U11716,Standard,8/4/2020,4/15/2023,Cancelled
S39830,U38080,Basic,1/24/2024,,Active
S39831,U38240,Basic,11/28/2023,,Active
S39832,U30087,Basic,6/10/2022,,Active
S39833,U41536,Standard,10/9/2023,,Active
S39834,U12019,Basic,3/26/2024,5/26/2024,Cancelled
S39835,U1484,Basic,10/15/2020,,Active
S39836,U22022,Standard,12/25/2021,1/3/2025,Expired
S39837,U9590,Basic,6/21/2025,,Active
S39838,U12207,Premium,3/10/2025,9/15/2025,Expired
S39839,U42228,Basic,5/12/2025,10/27/2025,Expired
S39840,U48295,Basic,5/18/2024,,Active
S39841,U46970,Premium,10/22/2020,,Active
S39842,U44401,Premium,6/26/2025,7/18/2025,Expired
S39843,U8907,Premium,9/25/2022,,Active
S39844,U32335,Premium,3/3/2024,11/2/2025,Cancelled
S39845,U45605,Basic,3/26/2022,,Active
S39846,U33739,Standard,10/3/2024,5/6/2025,Cancelled
S39847,U6700,Standard,8/13/2023,10/23/2024,Cancelled
S39848,U11987,Standard,5/3/2021,,Active
S39849,U44634,Basic,2/14/2020,1/18/2021,Cancelled
S39850,U48747,Basic,10/26/2021,,Active
S39851,U15439,Basic,10/5/2022,1/20/2024,Cancelled
S39852,U5556,Standard,2/20/2023,,Active
S39853,U1774,Standard,7/8/2025,,Active
S39854,U10934,Basic,4/19/2024,9/14/2025,Cancelled
S39855,U12088,Standard,1/20/2023,2/17/2024,Expired
S39856,U9071,Standard,9/20/2020,9/19/2025,Cancelled
S39857,U9556,Standard,11/1/2024,3/20/2025,Cancelled
S39858,U39624,Standard,2/1/2020,,Active
S39859,U46077,Standard,6/11/2022,,Active
S39860,U10642,Standard,9/18/2025,,Active
S39861,U32567,Premium,5/29/2021,,Active
S39862,U40107,Basic,11/23/2021,,Active
S39863,U41662,Standard,1/28/2022,,Active
S39864,U24564,Basic,1/2/2020,6/12/2024,Expired
S39865,U38703,Standard,9/28/2024,12/11/2025,Cancelled
S39866,U31574,Basic,2/27/2021,6/8/2022,Cancelled
S39867,U41621,Standard,10/20/2023,,Active
S39868,U6592,Premium,2/6/2021,4/24/2024,Expired
S39869,U22869,Basic,4/23/2020,,Active
S39870,U5235,Premium,2/13/2024,1/2/2026,Expired
S39871,U14403,Standard,10/5/2025,10/16/2025,Cancelled
S39872,U32008,Premium,12/30/2024,,Active
S39873,U25633,Standard,9/20/2025,,Active
S39874,U15152,Basic,3/12/2023,,Active
S39875,U44901,Premium,8/16/2024,4/18/2025,Cancelled
S39876,U7850,Standard,3/2/2020,7/14/2023,Cancelled
S39877,U22289,Standard,4/7/2021,,Active
S39878,U11384,Standard,11/6/2023,9/9/2025,Cancelled
S39879,U45169,Standard,6/19/2025,1/9/2026,Expired
S39880,U31966,Standard,8/10/2021,6/5/2024,Cancelled
S39881,U33960,Premium,9/16/2024,3/15/2025,Cancelled
S39882,U2112,Basic,3/28/2021,11/21/2023,Cancelled
S39883,U298,Standard,4/9/2020,,Active
S39884,U9597,Premium,6/9/2022,3/19/2023,Cancelled
S39885,U12184,Basic,1/28/2025,8/26/2025,Cancelled
S39886,U10164,Basic,5/22/2023,11/11/2025,Expired
S39887,U43661,Basic,10/25/2020,11/21/2021,Cancelled
S39888,U19650,Standard,3/26/2021,6/8/2024,Cancelled
S39889,U16,Premium,1/10/2020,,Active
S39890,U4527,Standard,5/16/2022,2/14/2024,Expired
S39891,U40077,Basic,2/8/2023,,Active
S39892,U23497,Standard,5/17/2025,,Active
S39893,U49571,Basic,11/20/2025,1/15/2026,Cancelled
S39894,U23270,Basic,6/3/2024,6/19/2024,Expired
S39895,U14041,Standard,1/31/2020,12/29/2020,Expired
S39896,U39740,Standard,10/27/2021,11/27/2022,Cancelled
S39897,U8069,Standard,12/19/2021,2/14/2022,Cancelled
S39898,U3276,Basic,7/25/2020,,Active
S39899,U9791,Basic,8/31/2022,,Active
S39900,U14568,Premium,4/4/2020,8/4/2020,Cancelled
S39901,U37429,Basic,11/4/2024,,Active
S39902,U39555,Basic,7/7/2021,5/31/2022,Cancelled
S39903,U367,Premium,2/4/2020,,Active
S39904,U20885,Basic,4/30/2025,,Active
S39905,U5727,Premium,8/16/2020,6/21/2022,Expired
S39906,U43144,Standard,2/14/2023,9/19/2023,Cancelled
S39907,U32345,Basic,12/25/2020,,Active
S39908,U33378,Basic,7/31/2025,10/12/2025,Cancelled
S39909,U28811,Standard,9/7/2022,11/13/2023,Cancelled
S39910,U30098,Standard,3/15/2025,,Active
S39911,U39391,Standard,11/7/2025,12/19/2025,Cancelled
S39912,U25484,Premium,8/8/2020,7/4/2022,Cancelled
S39913,U44956,Premium,3/13/2025,,Active
S39914,U32840,Basic,11/29/2024,6/30/2025,Cancelled
S39915,U33187,Standard,4/27/2022,7/9/2025,Cancelled
S39916,U20493,Premium,9/23/2024,9/26/2024,Cancelled
S39917,U40072,Standard,4/13/2024,3/18/2025,Cancelled
S39918,U23671,Basic,3/28/2021,8/26/2024,Cancelled
S39919,U49793,Standard,2/18/2020,9/9/2021,Cancelled
S39920,U36647,Standard,10/3/2021,7/17/2023,Expired
S39921,U17445,Basic,9/27/2021,6/11/2025,Cancelled
S39922,U14410,Basic,5/16/2021,,Active
S39923,U44215,Standard,9/1/2021,,Active
S39924,U21229,Basic,5/25/2024,,Active
S39925,U34045,Standard,7/6/2020,1/12/2024,Expired
S39926,U38748,Standard,7/8/2024,,Active
S39927,U32526,Basic,9/9/2022,,Active
S39928,U15746,Standard,8/15/2023,,Active
S39929,U37879,Standard,5/21/2022,,Active
S39930,U6446,Standard,11/23/2022,,Active
S39931,U48052,Basic,4/30/2022,,Active
S39932,U36600,Standard,9/29/2021,12/23/2024,Expired
S39933,U32620,Basic,3/5/2023,1/13/2025,Cancelled
S39934,U44465,Basic,6/24/2020,8/17/2025,Expired
S39935,U19995,Basic,12/15/2021,,Active
S39936,U39231,Standard,4/13/2023,,Active
S39937,U23377,Basic,8/11/2025,,Active
S39938,U46575,Standard,8/10/2025,11/5/2025,Expired
S39939,U14958,Standard,9/21/2022,4/4/2025,Cancelled
S39940,U33353,Premium,5/11/2025,,Active
S39941,U31526,Basic,7/11/2021,,Active
S39942,U21386,Standard,12/3/2023,1/13/2024,Cancelled
S39943,U49249,Premium,6/24/2022,6/1/2024,Cancelled
S39944,U6691,Basic,6/5/2025,,Active
S39945,U14459,Premium,10/14/2024,,Active
S39946,U27555,Standard,5/25/2024,,Active
S39947,U40220,Basic,2/3/2025,12/20/2025,Expired
S39948,U18393,Premium,11/8/2020,12/27/2020,Expired
S39949,U5068,Basic,6/16/2023,2/24/2025,Cancelled
S39950,U5417,Standard,1/26/2021,,Active
S39951,U3564,Premium,12/22/2023,1/28/2025,Cancelled
S39952,U38654,Standard,6/17/2025,9/17/2025,Cancelled
S39953,U18321,Standard,7/21/2022,,Active
S39954,U37495,Standard,8/2/2023,8/26/2024,Expired
S39955,U41741,Standard,12/15/2022,,Active
S39956,U41417,Standard,12/29/2023,,Active
S39957,U10789,Basic,12/31/2023,9/3/2024,Cancelled
S39958,U15604,Premium,5/3/2025,6/29/2025,Cancelled
S39959,U18988,Basic,7/7/2025,1/4/2026,Cancelled
S39960,U19189,Premium,5/21/2025,,Active
S39961,U10032,Premium,2/1/2023,,Active
S39962,U46495,Basic,7/3/2023,,Active
S39963,U36670,Standard,8/25/2023,2/28/2024,Expired
S39964,U45520,Standard,7/11/2024,,Active
S39965,U4591,Basic,9/16/2020,1/21/2023,Cancelled
S39966,U27901,Standard,3/8/2025,,Active
S39967,U46099,Basic,1/28/2021,1/31/2023,Cancelled
S39968,U46401,Premium,3/8/2020,,Active
S39969,U22403,Premium,3/29/2025,7/9/2025,Cancelled
S39970,U25967,Basic,11/30/2020,6/22/2022,Expired
S39971,U48761,Basic,1/18/2021,10/19/2021,Cancelled
S39972,U47340,Basic,6/8/2021,3/16/2024,Cancelled
S39973,U47954,Standard,12/25/2021,1/3/2025,Expired
S39974,U41210,Basic,7/15/2025,8/13/2025,Cancelled
S39975,U22201,Premium,4/10/2022,3/13/2023,Cancelled
S39976,U35962,Premium,3/3/2021,9/26/2024,Cancelled
S39977,U18851,Standard,2/21/2022,4/8/2022,Cancelled
S39978,U12272,Standard,4/23/2023,3/23/2025,Cancelled
S39979,U7792,Basic,2/27/2025,,Active
S39980,U43156,Standard,4/8/2021,,Active
S39981,U21387,Premium,4/24/2025,,Active
S39982,U21144,Premium,3/10/2020,3/10/2022,Expired
S39983,U28758,Standard,8/17/2021,,Active
S39984,U13504,Standard,4/1/2021,4/25/2024,Cancelled
S39985,U39888,Basic,4/11/2022,,Active
S39986,U40449,Basic,4/30/2021,5/4/2021,Expired
S39987,U27918,Standard,11/28/2022,,Active
S39988,U26696,Premium,12/19/2025,,Active
S39989,U49927,Standard,4/10/2020,5/10/2021,Expired
S39990,U5487,Basic,7/6/2025,8/25/2025,Cancelled
S39991,U9344,Basic,6/14/2022,12/11/2024,Cancelled
S39992,U29821,Basic,4/18/2021,7/10/2022,Cancelled
S39993,U9284,Basic,7/1/2024,7/24/2024,Cancelled
S39994,U12384,Standard,3/5/2022,1/27/2025,Cancelled
S39995,U19608,Premium,3/16/2022,11/6/2022,Cancelled
S39996,U41851,Standard,7/8/2023,,Active
S39997,U40876,Standard,10/21/2022,,Active
S39998,U47877,Standard,5/18/2024,,Active
S39999,U10362,Standard,2/19/2025,12/4/2025,Cancelled
S40000,U29528,Basic,8/29/2024,,Active
S40001,U46954,Basic,8/17/2023,,Active
S40002,U27847,Basic,7/16/2024,,Active
S40003,U49439,Premium,12/25/2021,6/6/2023,Expired
S40004,U25187,Premium,5/20/2022,6/30/2024,Cancelled
S40005,U12751,Basic,12/9/2022,,Active
S40006,U8845,Standard,3/1/2021,11/17/2021,Cancelled
S40007,U7512,Premium,4/1/2023,,Active
S40008,U42184,Standard,3/17/2020,9/29/2024,Cancelled
S40009,U37916,Standard,2/6/2025,,Active
S40010,U10029,Basic,10/8/2023,1/12/2024,Cancelled
S40011,U15302,Standard,12/16/2020,,Active
S40012,U16960,Basic,12/23/2020,,Active
S40013,U43976,Basic,7/9/2020,,Active
S40014,U33446,Basic,11/7/2023,,Active
S40015,U31746,Standard,2/27/2024,,Active
S40016,U27083,Basic,9/8/2024,10/30/2024,Cancelled
S40017,U10236,Premium,9/30/2020,,Active
S40018,U2916,Basic,2/28/2025,,Active
S40019,U1923,Basic,2/21/2024,3/29/2024,Cancelled
S40020,U6387,Basic,9/25/2025,1/7/2026,Cancelled
S40021,U41296,Basic,2/29/2020,,Active
S40022,U1510,Basic,9/30/2022,11/17/2025,Cancelled
S40023,U11677,Standard,7/26/2025,9/1/2025,Expired
S40024,U34567,Basic,5/24/2023,,Active
S40025,U26295,Standard,3/1/2024,4/24/2024,Cancelled
S40026,U19636,Premium,7/8/2024,,Active
S40027,U14322,Standard,5/28/2024,6/4/2025,Expired
S40028,U47275,Premium,1/6/2022,3/24/2024,Expired
S40029,U26959,Standard,12/9/2022,,Active
S40030,U24630,Basic,8/2/2024,8/7/2025,Cancelled
S40031,U5680,Standard,1/16/2025,,Active
S40032,U11779,Standard,5/18/2021,3/10/2023,Cancelled
S40033,U12012,Basic,9/19/2021,9/17/2023,Cancelled
S40034,U26314,Basic,4/30/2020,,Active
S40035,U28417,Premium,12/22/2020,2/29/2024,Cancelled
S40036,U8387,Premium,7/1/2021,,Active
S40037,U43894,Basic,11/27/2020,6/18/2021,Expired
S40038,U38923,Premium,3/4/2022,5/1/2022,Cancelled
S40039,U17448,Standard,12/1/2021,7/6/2024,Expired
S40040,U30564,Standard,2/11/2025,,Active
S40041,U40855,Basic,4/27/2024,3/8/2025,Expired
S40042,U18007,Premium,10/28/2022,,Active
S40043,U21640,Premium,12/18/2020,,Active
S40044,U34783,Standard,11/9/2022,12/26/2023,Cancelled
S40045,U34125,Basic,3/26/2022,1/11/2026,Cancelled
S40046,U24887,Premium,1/17/2024,3/17/2025,Expired
S40047,U13965,Standard,11/1/2023,2/24/2025,Expired
S40048,U20550,Premium,1/13/2021,5/21/2022,Cancelled
S40049,U14952,Standard,6/29/2024,9/20/2024,Cancelled
S40050,U32129,Basic,2/5/2021,5/10/2021,Expired
S40051,U43952,Basic,5/24/2025,,Active
S40052,U19169,Basic,3/29/2021,,Active
S40053,U4753,Basic,8/3/2025,12/28/2025,Cancelled
S40054,U31049,Premium,11/23/2024,,Active
S40055,U31170,Standard,12/10/2022,,Active
S40056,U34879,Premium,12/3/2023,10/2/2025,Cancelled
S40057,U24939,Basic,5/11/2022,,Active
S40058,U9788,Standard,10/23/2025,11/5/2025,Cancelled
S40059,U36072,Premium,3/4/2024,4/8/2024,Cancelled
S40060,U27558,Basic,2/10/2020,,Active
S40061,U19848,Premium,4/17/2020,,Active
S40062,U34357,Standard,12/8/2023,4/12/2024,Cancelled
S40063,U39502,Standard,11/21/2023,,Active
S40064,U29430,Basic,1/29/2021,9/27/2024,Cancelled
S40065,U33587,Standard,8/21/2023,3/24/2024,Expired
S40066,U47832,Basic,7/16/2023,11/20/2023,Cancelled
S40067,U20591,Standard,5/30/2023,,Active
S40068,U30137,Standard,9/20/2025,,Active
S40069,U19125,Standard,10/5/2024,,Active
S40070,U49628,Standard,9/21/2021,11/8/2021,Expired
S40071,U27879,Basic,3/7/2024,9/1/2024,Expired
S40072,U49872,Premium,10/19/2023,12/20/2024,Cancelled
S40073,U45400,Basic,3/11/2022,2/4/2023,Cancelled
S40074,U43054,Basic,2/8/2020,3/22/2024,Cancelled
S40075,U33128,Basic,4/15/2023,10/30/2025,Cancelled
S40076,U27915,Basic,4/14/2022,12/13/2025,Cancelled
S40077,U1068,Standard,3/15/2020,3/31/2024,Expired
S40078,U29687,Standard,7/20/2024,10/16/2025,Expired
