log_id,user_id,content_id,genre,watch_time_m,date,completion_flag
L32236,U28459,C742,Drama,136,2019-10-14,No
L32237,U32851,C2,Drama,142,2021-07-11,Yes
L32238,U1112,C688,Biography,144,2022-07-23,No
L32239,U34560,C189,Action,239,2020-08-21,Yes
L32240,U40780,C379,Comedy,68,2023-02-23,No
L32241,U38380,C898,Action,53,2022-10-26,Yes
L32242,U30900,C673,Action,28,2021-03-14,No
L32243,U26743,C828,Sci-Fi,109,2020-10-23,Yes
L32244,U17551,C756,Action,195,2020-04-24,No
L32245,U35596,C994,Biography,229,2020-06-30,Yes
L32246,U34872,C91,Drama,189,2022-01-01,No
L32247,U10924,C310,Sci-Fi,77,2019-01-29,Yes
L32248,U6195,C861,Drama,8,2024-02-02,No
L32249,U49363,C36,Drama,173,2024-08-06,Yes
L32250,U1176,C636,Drama,165,2022-11-01,No
L32251,U15226,C928,Horror,195,2021-03-08,Yes
L32252,U18771,C68,Comedy,227,2024-03-30,No
L32253,U13771,C423,Sci-Fi,152,2022-03-12,Yes
L32254,U43427,C471,Comedy,127,2022-01-24,No
L32255,U9673,C226,Comedy,104,2022-07-20,Yes
L32256,U23519,C386,Horror,134,2019-04-15,No
L32257,U4942,C956,Sci-Fi,215,2022-10-17,Yes
L32258,U2980,C553,Action,162,2019-03-05,No
L32259,U27339,C466,Comedy,2,2021-09-10,Yes
L32260,U37012,C440,Horror,175,2021-02-12,No
L32261,U37326,C937,Sci-Fi,55,2021-01-14,Yes
L32262,U23300,C806,Biography,45,2021-06-02,No
L32263,U23150,C119,Action,106,2020-08-07,Yes
L32264,U20752,C299,Horror,147,2021-02-23,No
L32265,U42537,C311,Comedy,106,2020-03-05,Yes
L32266,U17479,C431,Drama,121,2020-06-30,No
L32267,U9130,C818,Drama,182,2020-08-03,Yes
L32268,U39597,C972,Biography,182,2019-05-28,No
L32269,U49007,C193,Horror,192,2019-06-09,Yes
L32270,U48035,C219,Horror,164,2023-03-21,No
L32271,U29915,C312,Sci-Fi,167,2022-02-07,Yes
L32272,U44563,C129,Action,39,2019-06-13,No
L32273,U44113,C976,Sci-Fi,156,2021-01-12,Yes
L32274,U12795,C855,Biography,179,2019-03-19,No
L32275,U6482,C879,Comedy,187,2021-09-24,Yes
L32276,U49197,C368,Comedy,8,2021-11-14,No
L32277,U27775,C424,Drama,59,2022-09-02,Yes
L32278,U31892,C855,Biography,15,2021-04-14,No
L32279,U29215,C328,Horror,232,2022-03-18,Yes
L32280,U26999,C96,Horror,109,2022-02-01,No
L32281,U8022,C581,Drama,10,2021-02-05,Yes
L32282,U8660,C956,Sci-Fi,95,2021-04-19,No
L32283,U23651,C220,Sci-Fi,40,2021-03-23,Yes
L32284,U17184,C985,Horror,110,2019-07-15,No
L32285,U44511,C74,Comedy,233,2020-05-27,Yes
L32286,U41608,C489,Sci-Fi,161,2022-09-06,No
L32287,U43572,C155,Comedy,173,2021-07-15,Yes
L32288,U37417,C747,Sci-Fi,159,2022-03-05,No
L32289,U15576,C415,Sci-Fi,204,2021-12-14,Yes
L32290,U45494,C507,Comedy,80,2023-02-25,No
L32291,U16440,C30,Action,167,2020-12-23,Yes
L32292,U15143,C900,Sci-Fi,10,2022-12-10,No
L32293,U18024,C168,Horror,10,2023-01-03,Yes
L32294,U47061,C220,Sci-Fi,148,2021-07-22,No
L32295,U25628,C963,Horror,36,2020-09-05,Yes
L32296,U13605,C91,Drama,216,2021-11-13,No
L32297,U6609,C487,Drama,159,2021-08-10,Yes
L32298,U4975,C590,Sci-Fi,210,2022-10-29,No
L32299,U12367,C207,Action,208,2020-01-06,Yes
L32300,U44706,C508,Drama,196,2020-08-10,No
L32301,U41857,C321,Horror,37,2020-06-15,Yes
L32302,U14138,C782,Horror,174,2023-01-23,No
L32303,U17867,C711,Horror,237,2019-02-01,Yes
L32304,U28521,C854,Action,192,2019-06-17,No
L32305,U40785,C779,Drama,168,2020-05-13,Yes
L32306,U41674,C519,Sci-Fi,151,2021-03-18,No
L32307,U12727,C182,Sci-Fi,184,2021-07-11,Yes
L32308,U28430,C413,Comedy,154,2022-06-25,No
L32309,U14906,C553,Action,45,2023-02-04,Yes
L32310,U5649,C316,Biography,38,2020-01-16,No
L32311,U26356,C405,Horror,66,2019-05-21,Yes
L32312,U11603,C742,Drama,239,2022-07-29,No
L32313,U33905,C974,Horror,137,2022-06-03,Yes
L32314,U47820,C968,Drama,27,2019-10-31,No
L32315,U43926,C335,Sci-Fi,34,2020-01-10,Yes
L32316,U6899,C598,Horror,130,2019-09-27,No
L32317,U21359,C319,Action,44,2019-06-07,Yes
L32318,U18593,C652,Sci-Fi,101,2022-06-12,No
L32319,U32138,C943,Action,154,2021-02-23,Yes
L32320,U6086,C842,Comedy,45,2019-04-27,No
L32321,U20978,C194,Action,121,2021-02-10,Yes
L32322,U35767,C489,Sci-Fi,181,2022-01-10,No
L32323,U37959,C94,Comedy,64,2019-11-11,Yes
L32324,U29754,C144,Drama,43,2022-05-12,No
L32325,U17964,C405,Horror,212,2020-07-04,Yes
L32326,U48593,C425,Sci-Fi,97,2021-07-23,No
L32327,U26405,C804,Action,167,2021-02-18,Yes
L32328,U6288,C533,Biography,139,2020-08-15,No
L32329,U10312,C542,Comedy,88,2019-06-30,Yes
L32330,U35241,C871,Biography,78,2022-04-11,No
L32331,U34437,C62,Action,98,2020-06-03,Yes
L32332,U40832,C990,Comedy,141,2021-04-20,No
L32333,U49128,C615,Action,84,2021-02-02,Yes
L32334,U34839,C594,Drama,166,2020-08-28,No
L32335,U18086,C21,Biography,149,2021-01-29,Yes
L32336,U31293,C536,Sci-Fi,220,2024-05-01,No
L32337,U5377,C469,Horror,232,2019-04-13,Yes
L32338,U14923,C16,Action,215,2021-09-26,No
L32339,U9023,C784,Action,14,2023-01-09,Yes
L32340,U20137,C501,Horror,81,2019-11-24,No
L32341,U22863,C394,Biography,45,2019-05-22,Yes
L32342,U1339,C169,Comedy,76,2021-12-11,No
L32343,U24984,C189,Action,25,2022-12-25,Yes
L32344,U3986,C991,Drama,109,2023-04-11,No
L32345,U33705,C262,Comedy,113,2019-08-22,Yes
L32346,U451,C291,Horror,197,2019-11-22,No
L32347,U45675,C978,Drama,54,2021-02-26,Yes
L32348,U7803,C832,Biography,167,2022-12-26,No
L32349,U43079,C813,Horror,91,2022-12-18,Yes
L32350,U22812,C225,Comedy,147,2021-06-22,No
L32351,U22094,C462,Drama,38,2022-09-02,Yes
L32352,U16885,C684,Biography,112,2022-08-28,No
L32353,U34585,C180,Sci-Fi,228,2022-12-01,Yes
L32354,U23408,C531,Sci-Fi,97,2019-04-19,No
L32355,U32571,C357,Biography,97,2021-09-25,Yes
L32356,U47773,C356,Comedy,114,2021-02-11,No
L32357,U6240,C560,Comedy,210,2020-08-08,Yes
L32358,U6031,C514,Comedy,230,2021-05-20,No
L32359,U33233,C766,Biography,111,2020-04-14,Yes
L32360,U28712,C794,Comedy,50,2021-06-01,No
L32361,U19799,C35,Biography,79,2022-07-06,Yes
L32362,U48358,C149,Sci-Fi,53,2020-06-19,No
L32363,U24106,C358,Sci-Fi,24,2019-06-24,Yes
L32364,U1375,C649,Comedy,156,2022-03-19,No
L32365,U32880,C860,Comedy,68,2021-06-08,Yes
L32366,U39953,C241,Drama,112,2020-10-22,No
L32367,U14616,C711,Horror,69,2019-09-13,Yes
L32368,U48146,C810,Horror,112,2023-10-14,No
L32369,U34179,C240,Biography,69,2020-07-10,Yes
L32370,U37512,C30,Action,59,2022-10-21,No
L32371,U23832,C403,Comedy,218,2019-10-31,Yes
L32372,U43497,C799,Horror,221,2019-04-12,No
L32373,U17001,C475,Biography,105,2021-05-06,Yes
L32374,U30439,C818,Drama,223,2019-05-05,No
L32375,U41517,C906,Drama,37,2020-09-23,Yes
L32376,U23713,C474,Action,12,2019-01-28,No
L32377,U5216,C615,Action,216,2023-01-01,Yes
L32378,U25091,C169,Comedy,71,2020-01-09,No
L32379,U5739,C526,Horror,155,2019-10-22,Yes
L32380,U16545,C25,Action,186,2023-01-26,No
L32381,U38846,C203,Sci-Fi,147,2022-02-13,Yes
L32382,U47897,C669,Comedy,150,2021-08-05,No
L32383,U21634,C668,Comedy,179,2021-07-18,Yes
L32384,U21249,C899,Horror,202,2020-02-21,No
L32385,U33501,C490,Comedy,11,2019-06-25,Yes
L32386,U35951,C221,Comedy,92,2022-05-19,No
L32387,U3745,C459,Drama,236,2022-08-18,Yes
L32388,U29899,C878,Sci-Fi,187,2022-04-18,No
L32389,U49067,C526,Horror,167,2020-09-03,Yes
L32390,U28660,C400,Action,185,2022-09-09,No
L32391,U21303,C333,Horror,188,2022-12-29,Yes
L32392,U32884,C225,Comedy,80,2022-12-25,No
L32393,U38244,C879,Comedy,209,2021-03-20,Yes
L32394,U45547,C424,Drama,6,2022-09-02,No
L32395,U11791,C542,Comedy,126,2022-09-24,Yes
L32396,U5039,C512,Sci-Fi,31,2021-09-01,No
L32397,U44785,C328,Horror,139,2022-03-18,Yes
L32398,U33425,C895,Comedy,162,2019-05-08,No
L32399,U3190,C653,Biography,198,2021-04-19,Yes
L32400,U23998,C446,Horror,179,2019-09-08,No
L32401,U34636,C780,Sci-Fi,201,2019-08-17,Yes
L32402,U40797,C581,Drama,142,2019-09-09,No
L32403,U49411,C35,Biography,97,2019-08-02,Yes
L32404,U29060,C797,Drama,161,2020-11-07,No
L32405,U20562,C833,Horror,133,2021-04-29,Yes
L32406,U28569,C161,Sci-Fi,232,2020-12-06,No
L32407,U36592,C992,Action,53,2021-10-06,Yes
L32408,U37081,C302,Horror,24,2021-03-15,No
L32409,U32298,C854,Action,38,2022-01-13,Yes
L32410,U3936,C31,Sci-Fi,62,2019-03-05,No
L32411,U10176,C695,Sci-Fi,171,2020-11-04,Yes
L32412,U41748,C257,Horror,227,2019-06-26,No
L32413,U39779,C180,Sci-Fi,131,2021-05-04,Yes
L32414,U18667,C985,Horror,87,2022-05-01,No
L32415,U3984,C306,Horror,168,2019-08-07,Yes
L32416,U33954,C337,Horror,216,2022-08-30,No
L32417,U6596,C62,Action,147,2021-10-02,Yes
L32418,U3899,C823,Action,33,2019-12-24,No
L32419,U22869,C710,Biography,101,2020-09-24,Yes
L32420,U43930,C102,Biography,232,2020-08-10,No
L32421,U34444,C293,Sci-Fi,89,2024-08-23,Yes
L32422,U21028,C724,Biography,226,2023-09-09,No
L32423,U39935,C114,Comedy,73,2023-01-06,Yes
L32424,U20300,C525,Sci-Fi,66,2019-02-18,No
L32425,U7063,C996,Action,28,2021-09-10,Yes
L32426,U42338,C510,Drama,142,2023-07-31,No
L32427,U17813,C327,Drama,139,2022-11-18,Yes
L32428,U27289,C856,Horror,186,2022-04-27,No
L32429,U3918,C956,Sci-Fi,100,2022-08-28,Yes
L32430,U35570,C784,Action,192,2021-11-21,No
L32431,U1044,C944,Drama,155,2022-06-01,Yes
L32432,U8932,C87,Sci-Fi,179,2019-06-06,No
L32433,U29691,C985,Horror,110,2020-04-22,Yes
L32434,U13818,C273,Drama,221,2021-11-14,No
L32435,U3188,C797,Drama,226,2022-12-10,Yes
L32436,U38331,C325,Horror,237,2021-05-30,No
L32437,U45587,C254,Horror,109,2021-04-11,Yes
L32438,U25857,C621,Biography,147,2021-03-08,No
L32439,U28007,C976,Sci-Fi,173,2019-12-01,Yes
L32440,U40758,C371,Action,225,2020-05-12,No
L32441,U42351,C224,Horror,18,2021-09-11,Yes
L32442,U2269,C306,Horror,203,2021-11-11,No
L32443,U18759,C457,Sci-Fi,75,2021-05-27,Yes
L32444,U1708,C927,Biography,209,2022-06-25,No
L32445,U12975,C785,Sci-Fi,93,2019-10-06,Yes
L32446,U39616,C308,Comedy,113,2021-12-19,No
L32447,U23467,C846,Biography,175,2021-11-04,Yes
L32448,U44892,C928,Horror,228,2021-03-12,No
L32449,U15101,C491,Action,216,2019-11-28,Yes
L32450,U48274,C657,Comedy,115,2020-01-09,No
L32451,U46880,C66,Action,67,2022-05-04,Yes
L32452,U40596,C614,Drama,165,2019-02-18,No
L32453,U9306,C317,Biography,54,2022-02-26,Yes
L32454,U9557,C10,Drama,232,2021-06-11,No
L32455,U31764,C846,Biography,151,2020-04-02,Yes
L32456,U31838,C171,Sci-Fi,43,2021-08-03,No
L32457,U19635,C210,Action,126,2022-12-22,Yes
L32458,U34249,C968,Drama,180,2021-03-16,No
L32459,U23152,C734,Biography,26,2019-07-23,Yes
L32460,U44306,C912,Sci-Fi,69,2019-08-28,No
L32461,U37031,C780,Sci-Fi,139,2021-04-16,Yes
L32462,U37807,C913,Biography,122,2020-02-20,No
L32463,U19230,C981,Horror,105,2019-11-29,Yes
L32464,U26211,C232,Horror,186,2022-12-15,No
L32465,U24636,C920,Biography,55,2022-10-15,Yes
L32466,U47094,C798,Sci-Fi,104,2021-01-08,No
L32467,U1637,C41,Sci-Fi,231,2020-01-19,Yes
L32468,U45845,C822,Biography,69,2022-03-28,No
L32469,U36323,C769,Comedy,107,2022-03-13,Yes
L32470,U29796,C429,Action,45,2021-06-14,No
L32471,U16157,C619,Horror,102,2020-04-09,Yes
L32472,U7930,C904,Comedy,21,2021-01-06,No
L32473,U26288,C417,Biography,162,2024-08-01,Yes
L32474,U40385,C487,Drama,65,2022-02-19,No
L32475,U41986,C201,Horror,176,2020-07-16,Yes
L32476,U34605,C588,Biography,47,2022-01-12,No
L32477,U8040,C969,Action,16,2019-10-12,Yes
L32478,U5897,C754,Biography,190,2020-08-19,No
L32479,U44069,C687,Comedy,180,2022-08-11,Yes
L32480,U43331,C797,Drama,183,2020-04-01,No
L32481,U15702,C114,Comedy,72,2021-08-30,Yes
L32482,U30670,C725,Action,200,2020-06-25,No
L32483,U48385,C358,Sci-Fi,30,2022-08-21,Yes
L32484,U41885,C583,Biography,97,2021-11-19,No
L32485,U29186,C141,Comedy,35,2022-01-23,Yes
L32486,U31652,C80,Action,187,2020-06-01,No
L32487,U14431,C655,Horror,51,2022-11-30,Yes
L32488,U148,C85,Biography,73,2022-08-28,No
L32489,U47520,C400,Action,159,2020-03-17,Yes
L32490,U24955,C299,Horror,23,2021-06-23,No
L32491,U2696,C376,Sci-Fi,202,2021-05-24,Yes
L32492,U49442,C820,Comedy,221,2020-08-20,No
L32493,U31344,C612,Horror,182,2024-02-12,Yes
L32494,U19895,C31,Sci-Fi,63,2019-09-24,No
L32495,U47433,C776,Action,30,2019-11-27,Yes
L32496,U2800,C471,Comedy,75,2022-01-24,No
L32497,U36451,C31,Sci-Fi,82,2022-10-28,Yes
L32498,U38927,C687,Comedy,218,2022-01-02,No
L32499,U46659,C697,Drama,223,2023-02-10,Yes
L32500,U33752,C848,Action,35,2019-02-25,No
L32501,U25128,C398,Horror,149,2021-10-31,Yes
L32502,U20608,C156,Comedy,71,2020-03-23,No
L32503,U21978,C293,Sci-Fi,117,2024-08-23,Yes
L32504,U46937,C253,Comedy,166,2022-10-18,No
L32505,U21000,C849,Comedy,19,2021-02-13,Yes
L32506,U28008,C444,Comedy,188,2022-06-01,No
L32507,U30573,C151,Sci-Fi,162,2021-07-19,Yes
L32508,U21201,C19,Action,54,2022-07-07,No
L32509,U16127,C391,Comedy,162,2019-07-25,Yes
L32510,U26811,C513,Biography,25,2020-12-21,No
L32511,U30503,C598,Horror,235,2020-11-27,Yes
L32512,U4687,C623,Comedy,133,2020-07-24,No
L32513,U46137,C352,Action,72,2021-10-04,Yes
L32514,U15796,C585,Biography,177,2020-12-01,No
L32515,U8297,C770,Action,148,2022-03-17,Yes
L32516,U41877,C403,Comedy,159,2022-11-03,No
L32517,U20372,C258,Action,21,2024-06-06,Yes
L32518,U37316,C699,Comedy,3,2020-09-13,No
L32519,U24775,C568,Comedy,114,2019-04-24,Yes
L32520,U14551,C559,Biography,142,2023-05-02,No
L32521,U29184,C899,Horror,54,2019-11-30,Yes
L32522,U16964,C384,Comedy,17,2019-10-12,No
L32523,U20992,C3,Biography,128,2020-10-26,Yes
L32524,U32174,C833,Horror,66,2021-10-22,No
L32525,U49823,C976,Sci-Fi,26,2019-10-19,Yes
L32526,U29672,C855,Biography,35,2021-03-19,No
L32527,U1285,C531,Sci-Fi,12,2019-05-03,Yes
L32528,U12384,C971,Drama,29,2019-03-05,No
L32529,U35656,C606,Horror,35,2021-03-24,Yes
L32530,U14196,C307,Drama,79,2022-04-24,No
L32531,U24458,C884,Sci-Fi,131,2024-07-28,Yes
L32532,U48894,C854,Action,165,2020-10-30,No
L32533,U884,C139,Horror,111,2023-12-04,Yes
L32534,U9105,C494,Sci-Fi,57,2019-07-18,No
L32535,U37382,C615,Action,168,2020-09-11,Yes
L32536,U22424,C946,Biography,43,2019-07-26,No
L32537,U4331,C184,Horror,152,2022-01-09,Yes
L32538,U11223,C988,Comedy,203,2019-05-12,No
L32539,U27464,C30,Action,137,2020-04-12,Yes
L32540,U20053,C558,Comedy,212,2020-10-08,No
L32541,U41461,C480,Sci-Fi,33,2022-05-20,Yes
L32542,U11790,C195,Horror,21,2022-03-08,No
L32543,U1772,C420,Horror,60,2019-05-24,Yes
L32544,U39790,C247,Action,54,2022-12-24,No
L32545,U23293,C289,Drama,171,2019-09-12,Yes
L32546,U46527,C477,Comedy,144,2020-05-19,No
L32547,U20954,C564,Sci-Fi,209,2019-03-26,Yes
L32548,U20072,C586,Action,137,2020-01-04,No
L32549,U4566,C234,Comedy,187,2020-12-14,Yes
L32550,U3260,C494,Sci-Fi,131,2022-01-23,No
L32551,U25517,C265,Horror,48,2020-11-27,Yes
L32552,U48422,C431,Drama,105,2019-08-28,No
L32553,U21217,C145,Sci-Fi,77,2021-06-28,Yes
L32554,U14790,C168,Horror,65,2020-08-02,No
L32555,U40504,C292,Biography,99,2022-11-15,Yes
L32556,U19561,C770,Action,98,2022-03-09,No
L32557,U8965,C283,Action,13,2021-05-14,Yes
L32558,U25288,C536,Sci-Fi,236,2024-05-01,No
L32559,U32176,C459,Drama,102,2019-01-17,Yes
L32560,U30881,C215,Sci-Fi,147,2019-06-01,No
L32561,U652,C488,Horror,125,2021-06-26,Yes
L32562,U5661,C116,Drama,185,2021-03-13,No
L32563,U16913,C753,Biography,56,2020-07-23,Yes
L32564,U22386,C197,Comedy,55,2022-02-18,No
L32565,U39902,C216,Biography,171,2023-04-11,Yes
L32566,U7049,C290,Drama,159,2021-01-25,No
L32567,U38199,C334,Comedy,238,2019-07-22,Yes
L32568,U38975,C983,Sci-Fi,44,2019-12-30,No
L32569,U2547,C105,Drama,78,2022-12-21,Yes
L32570,U31896,C683,Sci-Fi,139,2022-12-18,No
L32571,U32326,C977,Action,23,2020-03-10,Yes
L32572,U15212,C681,Biography,223,2020-09-29,No
L32573,U35383,C739,Action,35,2020-07-24,Yes
L32574,U18887,C421,Comedy,129,2020-06-13,No
L32575,U47233,C7,Comedy,138,2022-10-13,Yes
L32576,U6653,C536,Sci-Fi,203,2024-05-01,No
L32577,U3797,C515,Drama,29,2021-01-31,Yes
L32578,U31455,C703,Sci-Fi,165,2019-11-29,No
L32579,U11749,C60,Drama,14,2020-06-16,Yes
L32580,U17220,C902,Drama,149,2022-10-20,No
L32581,U36040,C72,Comedy,180,2019-05-24,Yes
L32582,U9513,C105,Drama,68,2022-07-24,No
L32583,U24457,C96,Horror,39,2022-02-01,Yes
L32584,U49093,C500,Sci-Fi,182,2022-07-24,No
L32585,U12055,C576,Action,235,2020-01-15,Yes
L32586,U40631,C600,Horror,3,2022-06-14,No
L32587,U42356,C883,Sci-Fi,195,2021-03-01,Yes
L32588,U30199,C720,Horror,33,2022-05-01,No
L32589,U19082,C264,Action,86,2022-06-01,Yes
L32590,U29945,C380,Comedy,158,2020-04-04,No
L32591,U49574,C854,Action,5,2020-12-21,Yes
L32592,U4462,C981,Horror,107,2019-03-01,No
L32593,U34570,C37,Drama,104,2021-09-10,Yes
L32594,U47758,C162,Biography,123,2021-11-09,No
L32595,U25463,C597,Biography,210,2020-11-10,Yes
L32596,U1697,C410,Drama,39,2019-09-22,No
L32597,U49331,C568,Comedy,119,2019-10-13,Yes
L32598,U10014,C829,Sci-Fi,117,2022-09-05,No
L32599,U9617,C461,Biography,48,2020-05-30,Yes
L32600,U37264,C384,Comedy,175,2020-02-04,No
L32601,U10308,C343,Horror,104,2021-12-22,Yes
L32602,U49594,C912,Sci-Fi,106,2021-08-13,No
L32603,U28558,C709,Sci-Fi,235,2020-01-15,Yes
L32604,U26429,C830,Biography,97,2022-01-06,No
L32605,U42872,C299,Horror,83,2019-10-05,Yes
L32606,U15760,C673,Action,200,2021-03-14,No
L32607,U5167,C424,Drama,235,2022-09-02,Yes
L32608,U34736,C491,Action,91,2022-11-09,No
L32609,U7119,C214,Action,143,2021-08-02,Yes
L32610,U44936,C247,Action,93,2022-11-03,No
L32611,U17258,C863,Biography,62,2019-04-02,Yes
L32612,U23651,C773,Horror,156,2021-03-23,No
L32613,U1299,C835,Drama,136,2020-09-14,Yes
L32614,U28535,C591,Action,43,2019-07-10,No
L32615,U6154,C331,Comedy,2,2019-11-14,Yes
L32616,U40237,C208,Sci-Fi,68,2023-01-16,No
L32617,U48199,C784,Action,227,2020-07-28,Yes
L32618,U12536,C822,Biography,31,2022-01-01,No
L32619,U9592,C673,Action,26,2021-03-14,Yes
L32620,U40673,C997,Comedy,155,2023-02-04,No
L32621,U37084,C654,Biography,96,2021-03-15,Yes
L32622,U49128,C817,Sci-Fi,175,2022-10-15,No
L32623,U5835,C415,Sci-Fi,30,2020-06-04,Yes
L32624,U30071,C582,Drama,93,2021-07-16,No
L32625,U44614,C341,Horror,192,2021-08-20,Yes
L32626,U32899,C838,Biography,102,2022-05-01,No
L32627,U7478,C204,Biography,187,2021-06-07,Yes
L32628,U45226,C711,Horror,26,2019-04-22,No
L32629,U23068,C595,Comedy,164,2020-09-22,Yes
L32630,U42747,C361,Sci-Fi,10,2023-06-20,No
L32631,U34118,C656,Biography,18,2022-05-03,Yes
L32632,U2689,C990,Comedy,154,2021-04-28,No
L32633,U23138,C951,Action,101,2020-02-04,Yes
L32634,U26019,C186,Horror,42,2020-08-25,No
L32635,U22785,C937,Sci-Fi,8,2020-01-27,Yes
L32636,U31864,C493,Action,80,2020-03-14,No
L32637,U11587,C728,Drama,180,2019-04-24,Yes
L32638,U3159,C388,Biography,159,2022-10-19,No
L32639,U3836,C393,Action,134,2021-03-05,Yes
L32640,U11718,C607,Sci-Fi,164,2021-11-20,No
L32641,U1161,C494,Sci-Fi,158,2022-08-23,Yes
L32642,U39637,C655,Horror,169,2021-02-15,No
L32643,U27865,C339,Drama,135,2021-04-25,Yes
L32644,U30108,C909,Action,37,2019-04-14,No
L32645,U31232,C507,Comedy,75,2020-07-15,Yes
L32646,U26826,C91,Drama,129,2021-11-13,No
L32647,U26124,C676,Action,95,2020-02-29,Yes
L32648,U36766,C556,Horror,26,2020-12-28,No
L32649,U22936,C910,Comedy,166,2022-07-12,Yes
L32650,U35083,C610,Horror,18,2020-05-13,No
L32651,U22924,C355,Sci-Fi,212,2020-04-08,Yes
L32652,U14517,C345,Drama,69,2021-11-28,No
L32653,U31760,C115,Comedy,180,2019-03-18,Yes
L32654,U348,C623,Comedy,62,2019-10-13,No
L32655,U43520,C814,Action,176,2020-03-30,Yes
L32656,U48439,C350,Sci-Fi,107,2023-02-06,No
L32657,U33909,C678,Action,132,2020-06-06,Yes
L32658,U30269,C874,Biography,141,2020-10-30,No
L32659,U25137,C451,Drama,216,2021-11-20,Yes
L32660,U29389,C780,Sci-Fi,72,2021-05-02,No
L32661,U10164,C149,Sci-Fi,122,2022-07-11,Yes
L32662,U17032,C890,Biography,112,2019-12-18,No
L32663,U41922,C860,Comedy,128,2019-07-11,Yes
L32664,U36521,C508,Drama,53,2022-04-13,No
L32665,U32393,C824,Biography,20,2023-02-08,Yes
L32666,U21920,C715,Action,239,2021-12-06,No
L32667,U46867,C32,Comedy,108,2019-06-11,Yes
L32668,U3287,C531,Sci-Fi,161,2021-12-01,No
L32669,U13397,C81,Action,106,2019-08-15,Yes
L32670,U912,C297,Biography,238,2021-10-02,No
L32671,U15051,C993,Comedy,196,2019-05-06,Yes
L32672,U32762,C485,Comedy,178,2024-06-17,No
L32673,U355,C981,Horror,118,2023-02-08,Yes
L32674,U21589,C159,Drama,4,2021-11-10,No
L32675,U42888,C345,Drama,101,2022-12-20,Yes
L32676,U41072,C208,Sci-Fi,184,2020-11-18,No
L32677,U25777,C120,Horror,81,2019-10-20,Yes
L32678,U29042,C732,Action,126,2023-02-22,No
L32679,U17526,C29,Horror,93,2019-12-18,Yes
L32680,U22221,C281,Sci-Fi,115,2023-12-31,No
L32681,U27563,C298,Horror,165,2020-11-30,Yes
L32682,U2552,C57,Horror,45,2020-05-30,No
L32683,U18983,C207,Action,77,2022-01-12,Yes
L32684,U43663,C390,Action,165,2023-12-02,No
L32685,U11565,C424,Drama,237,2022-09-02,Yes
L32686,U5373,C387,Sci-Fi,221,2022-11-29,No
L32687,U5206,C519,Sci-Fi,238,2019-05-22,Yes
L32688,U49603,C369,Horror,49,2020-03-30,No
L32689,U5844,C229,Horror,237,2019-09-03,Yes
L32690,U17130,C598,Horror,41,2021-08-04,No
L32691,U6807,C168,Horror,82,2022-08-14,Yes
L32692,U18194,C765,Action,55,2022-04-29,No
L32693,U45730,C781,Comedy,108,2024-01-15,Yes
L32694,U2047,C203,Sci-Fi,98,2019-03-03,No
L32695,U23923,C179,Horror,41,2022-04-01,Yes
L32696,U39545,C809,Sci-Fi,43,2022-12-22,No
L32697,U32736,C477,Comedy,228,2022-10-13,Yes
L32698,U6525,C212,Sci-Fi,7,2023-01-19,No
L32699,U22398,C940,Comedy,81,2021-07-14,Yes
L32700,U3784,C761,Sci-Fi,128,2020-09-17,No
L32701,U28410,C212,Sci-Fi,118,2021-10-10,Yes
L32702,U46412,C26,Biography,69,2022-05-05,No
L32703,U20237,C601,Action,52,2021-04-05,Yes
L32704,U12284,C691,Sci-Fi,34,2020-11-02,No
L32705,U26262,C651,Drama,98,2020-02-03,Yes
L32706,U37732,C56,Action,16,2021-02-26,No
L32707,U38212,C204,Biography,62,2019-09-08,Yes
L32708,U597,C891,Biography,15,2021-12-01,No
L32709,U41075,C116,Drama,64,2020-12-18,Yes
L32710,U44600,C781,Comedy,232,2024-01-15,No
L32711,U10349,C487,Drama,13,2021-07-25,Yes
L32712,U38664,C276,Biography,205,2019-03-18,No
L32713,U15102,C393,Action,226,2022-06-07,Yes
L32714,U14600,C516,Sci-Fi,69,2022-11-06,No
L32715,U11074,C132,Sci-Fi,214,2022-08-24,Yes
L32716,U2402,C344,Comedy,12,2022-06-19,No
L32717,U14899,C900,Sci-Fi,172,2019-07-26,Yes
L32718,U44967,C233,Action,81,2021-09-30,No
L32719,U5807,C865,Horror,216,2021-06-07,Yes
L32720,U40923,C465,Biography,104,2023-01-06,No
L32721,U30923,C38,Action,85,2021-02-11,Yes
L32722,U22614,C431,Drama,133,2019-09-15,No
L32723,U20918,C230,Action,13,2020-05-25,Yes
L32724,U45321,C557,Biography,130,2022-08-09,No
L32725,U44352,C229,Horror,78,2019-12-29,Yes
L32726,U7228,C151,Sci-Fi,210,2020-10-04,No
L32727,U7131,C17,Sci-Fi,5,2022-11-12,Yes
L32728,U8201,C477,Comedy,190,2022-05-05,No
L32729,U42108,C70,Action,226,2024-06-01,Yes
L32730,U29462,C965,Drama,237,2024-09-06,No
L32731,U37705,C345,Drama,123,2019-10-02,Yes
L32732,U47964,C781,Comedy,148,2024-01-15,No
L32733,U41515,C326,Horror,33,2019-04-24,Yes
L32734,U5602,C939,Sci-Fi,234,2023-07-24,No
L32735,U38997,C89,Drama,7,2022-11-24,Yes
L32736,U8218,C869,Comedy,196,2022-04-01,No
L32737,U30660,C920,Biography,132,2021-03-17,Yes
